course_name,course_code,course_credits
SCIED,411,3
SCIED,412,3
MATH,141,3
BIOL,220W,3
BIOL,230W,3
BIOL,240W,3
PHYS,211,3
PHYS,212,3
PHYS,250,3
PHYS,251,3
MATH,140,3
MATH,141,3
MATH,220,3
MATH,310,3
MATH,311W,3
MATH,312,3
MATH,414,3
MATH,471,3
MTHED,411,3
MTHED,412,3
MTHED,427,3
CMPSC,101,3
CMPSC,121,3
MATH,231,3
MATH,232,3
MATH,230,3
MATH,435,3
MATH,470,3
MATH,436,3
MATH,441,3
MATH,415,3
STAT,401,3
BIOL,110,3
CHEM,110,3
CHEM,111,3
CHEM,112,3
CHEM,113,3
MATH,140,3
MATH,141,3
MATH,220,3
PHYS,211,3
PHYS,212,3
PHYS,213,3
PHYS,214,3
PHYS,237,3
PHYS,400,3
PHYS,419,3
SCIED,411,3
SCIED,412,3
MATH,230,3
MATH,231,3
MATH,250,3
MATH,251,3
PHYS,402,3
PHYS,457,3
PHYS,458,3
ECON,104,3
GEOG,30N,3
HIST,20,3
HIST,21,3
PLSC,1,3
SSED,411,3
SSED,412W,3
HIST,1,3
HIST,10,3
HIST,2,3
HIST,11,3
ANTH,45N,3
ECON,102,3
GEOG,6N,3
PLSC,3,3
PLSC,14,3
SOC,1,3
ANTH,45N,3
SOC,1,3
ECON,102,3
PLSC,3,3
PLSC,14,3
GEOG,6N,3
GEOG,10,3
GEOG,20,3
PLSC,3,3
PLSC,14,3
PLSC,7N,3
PLSC,10,3
PLSC,17N,3
ECON,102,3
ECON,302,3
ECON,304,3
